outage_id,run_id,outage_s,env,speed_cat,timing_cat,start_s,v0,mean_ax,max_ax,mean_gz,max_gz,err_v1,err_v2,diff,status
pair_Vfa01__10s__0,pair_Vfa01,10,Other,Med (5-15 m/s),Late (>=120s),1107.5,13.82,2.458264,10.3308,0.175646,1.0194,142.33051883592577,281.9279238847036,139.59740504877783,regressed
pair_Vfa01__30s__0,pair_Vfa01,30,Other,High (>15 m/s),Late (>=120s),763.0,20.39,1.7283496666666667,8.2492,0.12592966666666666,0.629,452.15457950442624,513.8551725264538,61.70059302202753,regressed
pair_Vfa01__60s__0,pair_Vfa01,60,Other,Med (5-15 m/s),Late (>=120s),929.7,10.85,2.4488236666666663,13.8994,0.17969633333333332,1.0531,687.1161864147361,485.001884069151,-202.11430234558514,improved
pair_Vfa01__120s__0,pair_Vfa01,120,Other,Low (<5 m/s),Late (>=120s),1001.7,0.0,1.6313882508333333,16.520901,0.12639633333333333,1.6351,1129.80379092599,827.0906454886979,-302.71314543729204,improved
pair_Vfa01__180s__0,pair_Vfa01,180,Other,High (>15 m/s),Early (<120s),27.1,17.466,1.3618254444444444,8.6642,0.10707777777777779,0.6839,3432.6526035146844,3691.367639941903,258.71503642721837,regressed
pair_Vfa02__10s__0,pair_Vfa02,10,Other,High (>15 m/s),Late (>=120s),5811.5,28.05,1.194245,3.6763,0.09142,0.268,340.0687013837589,298.5901253256312,-41.47857605812766,improved
pair_Vfa02__30s__0,pair_Vfa02,30,Other,High (>15 m/s),Late (>=120s),4086.2,28.576,1.6440113333333333,6.5757,0.12075233333333335,0.4733,678.4186183863967,656.8218590225326,-21.596759363864066,improved
pair_Vfa02__60s__0,pair_Vfa02,60,Other,High (>15 m/s),Late (>=120s),3850.1,24.68,2.1464163333333333,8.0369,0.15608500000000003,0.6064,1668.085021142904,1554.1631712830751,-113.92184985982885,improved
pair_Vfa02__120s__0,pair_Vfa02,120,Other,High (>15 m/s),Late (>=120s),3663.3,25.804,2.099593,9.8858,0.158528,0.9324,2837.600060087689,2703.6550773692297,-133.9449827184594,improved
pair_Vfa02__180s__0,pair_Vfa02,180,Other,High (>15 m/s),Late (>=120s),1021.4,28.3,1.188822777777778,8.3239,0.0945948888888889,0.6214,4998.512296874742,4912.04165937301,-86.4706375017322,improved
pair_Y1__10s__0,pair_Y1,10,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),2420.0,14.05,0.3900099999999999,2.3244,0.026982,0.095,899.7077314973428,919.8270980381868,20.119366540844,regressed
pair_Y1__30s__0,pair_Y1,30,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),5138.8,9.54,0.5329126666666667,2.5061,0.031095,0.2196,534.5184438354021,425.4795727406902,-109.03887109471191,improved
pair_Y1__60s__0,pair_Y1,60,Mixed Road / Rural,High (>15 m/s),Late (>=120s),3712.2,18.86,0.2243253333333333,2.1447,0.018504,0.1011,411.7740266772806,433.2273185094396,21.45329183215904,regressed
pair_Y1__120s__0,pair_Y1,120,Mixed Road / Rural,Med (5-15 m/s),Late (>=120s),2221.2,10.806,0.44512075,3.085,0.03267075,0.1768,332.0496275441851,285.8451625364785,-46.20446500770663,improved
pair_Y1__180s__0,pair_Y1,180,Mixed Road / Rural,High (>15 m/s),Late (>=120s),519.2,15.94,0.46537905555555553,6.1754,0.03692322222222222,0.3802,1235.7779572819054,1448.115178679248,212.33722139734255,regressed
pair_M__10s__0,pair_M,10,Highway / Motorway,High (>15 m/s),Late (>=120s),5601.5,21.77,1.083353,2.3599,0.031195,0.1262,250.8058248429105,218.21897640485804,-32.58684843805247,improved
pair_M__30s__0,pair_M,30,Highway / Motorway,Med (5-15 m/s),Late (>=120s),703.3,12.1,0.8494720000000001,5.0287,0.05363933333333333,0.3393,388.29871103093546,359.088809984057,-29.209901046878485,improved
pair_M__60s__0,pair_M,60,Highway / Motorway,Med (5-15 m/s),Late (>=120s),3783.9,9.45,1.4851376666666667,11.5448,0.04801933333333333,0.4342,178.74283923411554,171.9089974829768,-6.833841751138749,improved
pair_M__120s__0,pair_M,120,Highway / Motorway,Med (5-15 m/s),Late (>=120s),2382.7,12.63,0.86899075,8.3233,0.04174100000000001,0.393,633.1237637019876,838.2887080755876,205.16494437359995,regressed
pair_M__180s__0,pair_M,180,Highway / Motorway,Med (5-15 m/s),Late (>=120s),5210.8,13.33,1.1220842777777777,8.3051,0.039377277777777775,0.2139,688.5672379315919,79.19468917246343,-609.3725487591284,improved
pair_S1__10s__0,pair_S1,10,Highway / Motorway,Low (<5 m/s),Late (>=120s),1612.0,3.85,1.4452090000000002,2.7129,0.023692,0.101,31.85851066355202,9.206782577026262,-22.651728086525758,improved
pair_S1__30s__0,pair_S1,30,Highway / Motorway,Med (5-15 m/s),Late (>=120s),401.6,10.97,0.6946860000000001,5.4642,0.049433666666666674,0.2272,357.3946448693105,324.9733358016613,-32.42130906764925,improved
pair_S1__60s__0,pair_S1,60,Highway / Motorway,Med (5-15 m/s),Late (>=120s),3801.8,7.33,0.685135,3.514,0.034528833333333335,0.1957,288.10440754633123,326.8446905723483,38.740283026017096,regressed
pair_S1__120s__0,pair_S1,120,Highway / Motorway,Med (5-15 m/s),Late (>=120s),1957.8,12.01,1.1901501666666667,4.7454,0.03800433333333333,0.2393,1023.2161626835024,1041.7366214433732,18.52045875987085,regressed
pair_S1__180s__0,pair_S1,180,Highway / Motorway,Med (5-15 m/s),Late (>=120s),4476.2,9.56,0.7071488333333334,6.8817,0.03181872222222222,0.3465,219.8134033637153,1557.740696239514,1337.9272928757987,regressed
pair_S3a__10s__0,pair_S3a,10,Highway / Motorway,High (>15 m/s),Late (>=120s),1220.4,18.03,0.5042420000000001,2.272,0.025009,0.0763,162.33944820146831,106.19229581377108,-56.14715238769723,improved
pair_S3a__30s__0,pair_S3a,30,Highway / Motorway,Low (<5 m/s),Late (>=120s),1352.8,0.0,0.25995966666666664,1.5688,0.024815,0.0721,4.757706416759464,4.706324663489627,-0.05138175326983685,unchanged
pair_S3a__60s__0,pair_S3a,60,Highway / Motorway,Med (5-15 m/s),Late (>=120s),476.4,12.57,0.7496676666666667,2.496,0.021020166666666663,0.2506,570.3055777692607,354.13264014497565,-216.17293762428505,improved
pair_S3a__120s__0,pair_S3a,120,Highway / Motorway,Med (5-15 m/s),Late (>=120s),2182.6,5.137,0.8747459166666666,3.2313,0.02703,0.1956,166.0854905470516,392.6041120276694,226.51862148061778,regressed
pair_S3a__180s__0,pair_S3a,180,Highway / Motorway,Med (5-15 m/s),Late (>=120s),1712.7,11.73,0.6756775555555556,3.3642,0.02768161111111111,0.2078,1012.6387034430544,496.9412387677326,-515.6974646753217,improved
pair_S3b__10s__0,pair_S3b,10,Highway / Motorway,Low (<5 m/s),Late (>=120s),655.6,3.62,0.618829,1.6981,0.027045000000000003,0.1356,17.37815581151989,60.665708647908914,43.287552836389025,regressed
pair_S3b__30s__0,pair_S3b,30,Highway / Motorway,Low (<5 m/s),Late (>=120s),204.3,0.0,0.7130883333333334,2.945,0.019101,0.128,45.40830087409669,218.6486340969987,173.24033322290202,regressed
pair_S3b__60s__0,pair_S3b,60,Highway / Motorway,Low (<5 m/s),Late (>=120s),509.1,4.221,0.5274825000000001,4.0717,0.017645333333333332,0.1633,194.26911905406132,290.35685338752285,96.08773433346153,regressed
pair_S3b__120s__0,pair_S3b,120,Highway / Motorway,Med (5-15 m/s),Late (>=120s),231.5,5.81,0.8617168333333333,3.7458,0.02166475,0.1603,545.6281345298878,767.6324069802142,222.00427245032643,regressed
pair_S3b__180s__0,pair_S3b,180,Highway / Motorway,Low (<5 m/s),Late (>=120s),210.8,0.0,0.7457263333333333,3.7458,0.021443833333333332,0.1603,503.6406739696562,1152.2850097368023,648.6443357671461,regressed
pair_S3c__10s__0,pair_S3c,10,Highway / Motorway,Med (5-15 m/s),Late (>=120s),2313.2,13.73,0.3721929999999999,1.8661,0.012290999999999998,0.06,129.18919045758994,113.284108389229,-15.90508206836094,improved
pair_S3c__30s__0,pair_S3c,30,Highway / Motorway,High (>15 m/s),Late (>=120s),1106.6,29.15,0.3095543333333333,1.0561,0.011909666666666667,0.0498,1006.2848865122918,910.5997487115882,-95.68513780070361,improved
pair_S3c__60s__0,pair_S3c,60,Highway / Motorway,Med (5-15 m/s),Early (<120s),21.8,8.52,0.6159073333333334,3.3664,0.008180833333333333,0.0791,193.40977940028077,209.8456818942217,16.435902493940944,regressed
pair_S3c__120s__0,pair_S3c,120,Highway / Motorway,High (>15 m/s),Late (>=120s),2943.8,17.58,0.6941774999999999,3.7079,0.017248333333333334,0.0982,1279.1606380909952,749.7329972269654,-529.4276408640299,improved
pair_S3c__180s__0,pair_S3c,180,Highway / Motorway,Med (5-15 m/s),Late (>=120s),971.9,13.02,0.5736235555555556,3.7077,0.014197166666666669,0.105,5059.5693446213,3998.135177656976,-1061.434166964324,improved
pair_S4__10s__0,pair_S4,10,Highway / Motorway,Med (5-15 m/s),Late (>=120s),565.5,8.7,0.5680869999999999,1.9465,0.024201,0.125,25.650635055002383,43.382090723566826,17.731455668564443,regressed
pair_S4__30s__0,pair_S4,30,Highway / Motorway,Med (5-15 m/s),Late (>=120s),3421.9,10.69,0.7585416666666668,6.7916,0.033329,0.2564,191.82287815497872,80.14277713535913,-111.6801010196196,improved
pair_S4__60s__0,pair_S4,60,Highway / Motorway,High (>15 m/s),Late (>=120s),7235.6,16.17,0.31380966666666665,2.1113,0.0198085,0.1231,3972.5087279257145,3963.508160367685,-9.000567558029616,improved
pair_S4__120s__0,pair_S4,120,Highway / Motorway,Med (5-15 m/s),Late (>=120s),5995.8,10.32,0.48068600000000006,3.0862,0.022862916666666667,0.1621,3772.248370240788,3036.60267397432,-735.6456962664679,improved
pair_S4__180s__0,pair_S4,180,Highway / Motorway,Med (5-15 m/s),Late (>=120s),4920.7,6.35,0.9664294444444445,4.953,0.044096277777777776,0.3675,223.9202203914874,399.338489574354,175.41826918286662,regressed
pair_Vta10__10s__0,pair_Vta10,10,Urban / Suburban,High (>15 m/s),Early (<120s),54.5,27.78,1.3723390000000004,5.9333,0.09738400000000003,0.3879,261.92482485765623,228.59885119644812,-33.32597366120811,improved
pair_Vta10__30s__0,pair_Vta10,30,Urban / Suburban,Med (5-15 m/s),Early (<120s),91.9,13.57,1.5697113333333332,9.5286,0.14552133333333336,0.5312,571.1015311698345,571.6335711651212,0.5320399952867092,regressed
pair_Vta10__60s__0,pair_Vta10,60,Urban / Suburban,High (>15 m/s),Early (<120s),62.6,26.12,2.0190153333333334,10.0124,0.15318216666666667,0.6443,1138.042694523832,1041.3861407246336,-96.65655379919849,improved
pair_Vta10__120s__0,pair_Vta10,120,Urban / Suburban,High (>15 m/s),Early (<120s),11.8,30.14,1.98135525,13.4655,0.14821891666666667,1.0996,2879.536097658788,2767.0151882006385,-112.52090945814962,improved
pair_Vta11__10s__0,pair_Vta11,10,Urban / Suburban,High (>15 m/s),Early (<120s),16.9,18.78,1.743972,8.1941,0.10316099999999999,0.3251,85.03670570071155,126.35948378461798,41.32277808390643,regressed
pair_Vta11__30s__0,pair_Vta11,30,Urban / Suburban,High (>15 m/s),Early (<120s),10.4,18.78,1.8829839999999998,9.0962,0.11648633333333332,0.5491,165.2128587648762,68.80088413686667,-96.41197462800952,improved
pair_Vta12__10s__0,pair_Vta12,10,Urban / Suburban,High (>15 m/s),Early (<120s),30.0,18.41,0.8365019999999999,2.666,0.11654100000000002,0.4808,76.60456057645507,44.07620397848169,-32.52835659797338,improved
